1998,-0.11047514447020367
1999,-0.9127473198773041
2000,0.5280462383593411
2001,0.9628539619120616
2002,1.4834632326658135
2003,0.904441945649506
2004,-0.11458118239394129
2005,-1.0245571219394798
2006,-1.6195959010849112
2007,0.6122820902066572
2008,0.8228793897716924
2009,0.18615487095543728
2010,-1.456166969402858
2011,-0.3057592348086251
2012,-0.6953055449734785
2013,-0.4593392855282698
2014,0.31031132833847
2015,0.6811155380518041
2016,0.43723039928577
2017,1.2145839652817445
2018,-0.00549614217817157
2019,0.1177536885650003
2020,-0.564393991256024
